訂單編號,日期,顧客代號,品項,數量,單價,小計,通路
O00533,2026-02-11,C052,滷味拼盤,1,90,90,內用
O00534,2026-02-11,C052,炭烤香腸,2,40,80,外送平台
O00536,2026-02-11,C052,炭烤香腸,1,40,40,內用
O00539,2026-02-11,C052,蚵仔麵線,1,65,65,外帶
O00540,2026-02-11,C052,麻油麵線,1,85,85,內用
O00540,2026-02-11,C052,燙青菜,1,45,45,外帶
O00540,2026-02-11,C052,古早味紅茶,1,25,25,內用
O00544,2026-02-11,C052,滷味拼盤,1,90,90,內用
O00545,2026-02-11,C052,蚵仔麵線,1,65,65,內用
O00545,2026-02-11,C052,滷味拼盤,2,90,180,外帶
O00546,2026-02-11,C052,蚵仔麵線,2,65,130,外帶
O00546,2026-02-11,C052,麻油麵線,1,85,85,外帶
O00546,2026-02-11,C052,古早味紅茶,1,25,25,外帶
O00547,2026-02-11,C052,滷味拼盤,2,90,180,外帶
O00547,2026-02-11,C052,古早味紅茶,1,25,25,內用
O00917,2026-02-11,C083,蚵仔麵線,1,65,65,外帶
O01374,2026-02-11,C120,麻油麵線,2,85,170,內用
O01505,2026-02-11,C130,滷味拼盤,1,90,90,外帶
O01041,2026-02-12,C091,麻油麵線,1,85,85,外帶
O01041,2026-02-12,C091,燙青菜,2,45,90,外送平台
O01041,2026-02-12,C091,炭烤香腸,1,40,40,外帶
O01043,2026-02-12,C091,蚵仔麵線,1,65,65,內用
O01172,2026-02-12,C109,古早味紅茶,1,25,25,內用
O01172,2026-02-12,C109,蚵仔麵線,1,65,65,外帶
O01506,2026-02-12,C130,炭烤香腸,2,40,80,外帶
O01517,2026-02-13,C131,滷味拼盤,1,90,90,內用
O01517,2026-02-13,C131,古早味紅茶,1,25,25,外帶
O00108,2026-02-15,C014,古早味紅茶,1,25,25,外帶
O00108,2026-02-15,C014,古早味紅茶,1,25,25,外帶
O01359,2026-02-15,C118,蚵仔麵線,2,65,130,內用
O01359,2026-02-15,C118,古早味紅茶,1,25,25,內用
O01359,2026-02-15,C118,蚵仔麵線,2,65,130,外帶
O00113,2026-02-16,C014,蚵仔麵線,1,65,65,內用
O00113,2026-02-16,C014,炭烤香腸,1,40,40,外送平台
O00123,2026-02-17,C014,古早味紅茶,1,25,25,外送平台
O00123,2026-02-17,C014,古早味紅茶,1,25,25,內用
O00570,2026-02-17,C056,麻油麵線,1,85,85,外送平台
O00570,2026-02-17,C056,蚵仔麵線,1,65,65,外帶
O01126,2026-02-17,C104,古早味紅茶,1,25,25,外送平台
O01126,2026-02-17,C104,蚵仔麵線,1,65,65,內用
O00112,2026-02-18,C014,滷味拼盤,2,90,180,外帶
O00112,2026-02-18,C014,滷味拼盤,1,90,90,內用
O00114,2026-02-18,C014,蚵仔麵線,2,65,130,外帶
O00114,2026-02-18,C014,滷味拼盤,1,90,90,外帶
O01163,2026-02-18,C109,麻油麵線,1,85,85,內用
O00107,2026-02-19,C014,燙青菜,1,45,45,外送平台
O00107,2026-02-19,C014,蚵仔麵線,2,65,130,內用
O00107,2026-02-19,C014,古早味紅茶,2,25,50,外帶
O01119,2026-02-19,C104,蚵仔麵線,1,65,65,內用
O01119,2026-02-19,C104,滷味拼盤,1,90,90,外帶
O01375,2026-02-19,C120,燙青菜,1,45,45,外帶
O01375,2026-02-19,C120,麻油麵線,1,85,85,外帶
O01591,2026-02-19,C138,燙青菜,1,45,45,外帶
O00802,2026-02-20,C072,炭烤香腸,1,40,40,內用
O00802,2026-02-20,C072,燙青菜,1,45,45,內用
O00802,2026-02-20,C072,古早味紅茶,1,25,25,外送平台
O00824,2026-02-20,C075,古早味紅茶,1,25,25,外帶
O00824,2026-02-20,C075,燙青菜,1,45,45,內用
O00974,2026-02-20,C088,滷味拼盤,1,90,90,外帶
O00974,2026-02-20,C088,燙青菜,1,45,45,外送平台
O00974,2026-02-20,C088,炭烤香腸,1,40,40,內用
O01069,2026-02-20,C095,滷味拼盤,1,90,90,外帶
O01069,2026-02-20,C095,古早味紅茶,1,25,25,外帶
O01069,2026-02-20,C095,燙青菜,1,45,45,內用
O01287,2026-02-20,C114,蚵仔麵線,1,65,65,外帶
O00229,2026-02-21,C026,蚵仔麵線,1,65,65,內用
O00229,2026-02-21,C026,蚵仔麵線,1,65,65,外帶
O00638,2026-02-21,C064,古早味紅茶,1,25,25,外帶
O00638,2026-02-21,C064,滷味拼盤,1,90,90,內用
O00767,2026-02-21,C070,炭烤香腸,1,40,40,外送平台
O00767,2026-02-21,C070,滷味拼盤,1,90,90,外送平台
O00767,2026-02-21,C070,燙青菜,1,45,45,外送平台
O01258,2026-02-21,C114,蚵仔麵線,1,65,65,內用
O00396,2026-02-22,C038,麻油麵線,1,85,85,外帶
O01365,2026-02-22,C120,麻油麵線,1,85,85,外帶
O01365,2026-02-22,C120,古早味紅茶,1,25,25,內用
O01365,2026-02-22,C120,古早味紅茶,1,25,25,外帶
O00075,2026-02-23,C011,燙青菜,1,45,45,外送平台
O00075,2026-02-23,C011,炭烤香腸,1,40,40,外帶
O00103,2026-02-23,C014,燙青菜,2,45,90,內用
O00103,2026-02-23,C014,燙青菜,2,45,90,外帶
O00903,2026-02-23,C081,麻油麵線,1,85,85,外帶
O00903,2026-02-23,C081,麻油麵線,2,85,170,內用
O01063,2026-02-23,C094,古早味紅茶,1,25,25,內用
O01063,2026-02-23,C094,麻油麵線,1,85,85,外帶
O01526,2026-02-23,C133,滷味拼盤,1,90,90,外帶
O01526,2026-02-23,C133,蚵仔麵線,2,65,130,外帶
O01526,2026-02-23,C133,古早味紅茶,1,25,25,外帶
O01550,2026-02-23,C136,滷味拼盤,1,90,90,外帶
O00102,2026-02-24,C014,蚵仔麵線,2,65,130,外帶
O01598,2026-02-24,C140,炭烤香腸,1,40,40,外送平台
O01598,2026-02-24,C140,滷味拼盤,2,90,180,外帶
O01598,2026-02-24,C140,炭烤香腸,2,40,80,外送平台
O01500,2026-02-25,C130,麻油麵線,1,85,85,外帶
O01500,2026-02-25,C130,滷味拼盤,1,90,90,外送平台
O00872,2026-02-26,C080,蚵仔麵線,1,65,65,外帶
O00872,2026-02-26,C080,炭烤香腸,1,40,40,外帶
O01238,2026-02-26,C113,蚵仔麵線,2,65,130,外帶
O01238,2026-02-26,C113,滷味拼盤,1,90,90,外帶
O00240,2026-02-27,C026,蚵仔麵線,1,65,65,內用
O00240,2026-02-27,C026,炭烤香腸,1,40,40,外帶
O00558,2026-02-27,C056,燙青菜,1,45,45,外送平台
O00558,2026-02-27,C056,炭烤香腸,1,40,40,外送平台
O00623,2026-02-27,C061,滷味拼盤,1,90,90,內用
O00645,2026-02-27,C064,滷味拼盤,1,90,90,外帶
O00645,2026-02-27,C064,滷味拼盤,1,90,90,外帶
O00645,2026-02-27,C064,麻油麵線,2,85,170,外送平台
O00826,2026-02-27,C075,炭烤香腸,1,40,40,外帶
O01196,2026-02-27,C111,蚵仔麵線,1,65,65,外送平台
O01196,2026-02-27,C111,燙青菜,1,45,45,內用
O01240,2026-02-27,C113,炭烤香腸,1,40,40,外送平台
O01240,2026-02-27,C113,炭烤香腸,1,40,40,外帶
O01240,2026-02-27,C113,炭烤香腸,1,40,40,外送平台
O01507,2026-02-27,C130,滷味拼盤,1,90,90,外送平台
O00513,2026-02-28,C050,麻油麵線,1,85,85,外送平台
O00582,2026-02-28,C056,燙青菜,1,45,45,外帶
O00582,2026-02-28,C056,燙青菜,1,45,45,外帶
O00582,2026-02-28,C056,炭烤香腸,1,40,40,外帶
O00641,2026-02-28,C064,燙青菜,1,45,45,外帶
O00641,2026-02-28,C064,蚵仔麵線,2,65,130,內用
O00863,2026-02-28,C080,蚵仔麵線,2,65,130,外送平台
O00863,2026-02-28,C080,燙青菜,1,45,45,外帶
O00863,2026-02-28,C080,炭烤香腸,1,40,40,內用
O00921,2026-02-28,C083,蚵仔麵線,2,65,130,內用
O00921,2026-02-28,C083,蚵仔麵線,1,65,65,內用
O00653,2026-03-01,C064,古早味紅茶,2,25,50,外帶
O01536,2026-03-01,C135,炭烤香腸,1,40,40,外帶
O01536,2026-03-01,C135,古早味紅茶,1,25,25,外帶
O00827,2026-03-02,C075,蚵仔麵線,1,65,65,外帶
O00827,2026-03-02,C075,燙青菜,1,45,45,內用
O00827,2026-03-02,C075,炭烤香腸,1,40,40,內用
O01044,2026-03-02,C091,古早味紅茶,1,25,25,外送平台
O01044,2026-03-02,C091,燙青菜,1,45,45,外送平台
O00141,2026-03-03,C019,燙青菜,2,45,90,外帶
O00141,2026-03-03,C019,滷味拼盤,2,90,180,外送平台
O00141,2026-03-03,C019,炭烤香腸,1,40,40,外帶
O00147,2026-03-03,C019,蚵仔麵線,1,65,65,內用
O00147,2026-03-03,C019,燙青菜,1,45,45,外送平台
O00147,2026-03-03,C019,麻油麵線,1,85,85,外送平台
O00152,2026-03-03,C019,古早味紅茶,1,25,25,內用
O00152,2026-03-03,C019,古早味紅茶,1,25,25,內用
O00152,2026-03-03,C019,古早味紅茶,1,25,25,外帶
O00720,2026-03-03,C067,燙青菜,2,45,90,外送平台
O00916,2026-03-03,C083,麻油麵線,1,85,85,外送平台
O01075,2026-03-03,C096,滷味拼盤,1,90,90,內用
O01075,2026-03-03,C096,滷味拼盤,1,90,90,外帶
O01355,2026-03-03,C118,麻油麵線,1,85,85,外帶
O01355,2026-03-03,C118,滷味拼盤,1,90,90,外帶
O01377,2026-03-03,C120,滷味拼盤,1,90,90,外帶
O00140,2026-03-04,C019,炭烤香腸,1,40,40,外帶
O00140,2026-03-04,C019,滷味拼盤,1,90,90,外帶
O00142,2026-03-04,C019,蚵仔麵線,1,65,65,外帶
O00143,2026-03-04,C019,滷味拼盤,2,90,180,外送平台
O00143,2026-03-04,C019,古早味紅茶,1,25,25,外送平台
O00144,2026-03-04,C019,炭烤香腸,1,40,40,外送平台
O00145,2026-03-04,C019,麻油麵線,2,85,170,外帶
O00145,2026-03-04,C019,炭烤香腸,1,40,40,內用
O00145,2026-03-04,C019,麻油麵線,1,85,85,外帶
O00146,2026-03-04,C019,燙青菜,1,45,45,外送平台
O00146,2026-03-04,C019,滷味拼盤,1,90,90,外帶
O00148,2026-03-04,C019,炭烤香腸,1,40,40,內用
O00149,2026-03-04,C019,古早味紅茶,1,25,25,外帶
O00149,2026-03-04,C019,古早味紅茶,1,25,25,外送平台
O00150,2026-03-04,C019,燙青菜,1,45,45,外帶
O00150,2026-03-04,C019,燙青菜,1,45,45,外帶
O00151,2026-03-04,C019,蚵仔麵線,1,65,65,外帶
O00151,2026-03-04,C019,古早味紅茶,1,25,25,外送平台
O00248,2026-03-04,C026,蚵仔麵線,1,65,65,內用
O00889,2026-03-04,C080,滷味拼盤,1,90,90,外帶
O01140,2026-03-04,C105,麻油麵線,1,85,85,外帶
O01141,2026-03-04,C105,燙青菜,1,45,45,外送平台
O01141,2026-03-04,C105,炭烤香腸,1,40,40,外帶
O01142,2026-03-04,C105,燙青菜,1,45,45,外帶
O01143,2026-03-04,C105,蚵仔麵線,1,65,65,外帶
O01143,2026-03-04,C105,滷味拼盤,1,90,90,外送平台
O01143,2026-03-04,C105,滷味拼盤,1,90,90,外帶
O01138,2026-03-05,C105,滷味拼盤,1,90,90,內用
O01139,2026-03-05,C105,蚵仔麵線,1,65,65,外帶
O01139,2026-03-05,C105,滷味拼盤,1,90,90,外帶
O01144,2026-03-05,C105,滷味拼盤,1,90,90,外帶
O01144,2026-03-05,C105,蚵仔麵線,1,65,65,外送平台
O01278,2026-03-05,C114,燙青菜,2,45,90,外帶
O01278,2026-03-05,C114,滷味拼盤,1,90,90,內用
O01278,2026-03-05,C114,蚵仔麵線,1,65,65,外帶
O00970,2026-03-06,C088,燙青菜,2,45,90,外送平台
O00630,2026-03-07,C064,麻油麵線,2,85,170,內用
O00630,2026-03-07,C064,蚵仔麵線,1,65,65,外帶
O01034,2026-03-07,C091,炭烤香腸,1,40,40,外送平台
O01068,2026-03-07,C095,燙青菜,1,45,45,外帶
O01068,2026-03-07,C095,蚵仔麵線,1,65,65,外帶
O01210,2026-03-07,C111,炭烤香腸,1,40,40,外帶
O01210,2026-03-07,C111,滷味拼盤,1,90,90,內用
O00139,2026-03-08,C018,古早味紅茶,2,25,50,外帶
O00654,2026-03-09,C064,燙青菜,1,45,45,外帶
O00654,2026-03-09,C064,滷味拼盤,1,90,90,外送平台
O00823,2026-03-09,C075,蚵仔麵線,1,65,65,內用
O01123,2026-03-09,C104,古早味紅茶,2,25,50,外帶
O01123,2026-03-09,C104,蚵仔麵線,1,65,65,外帶
O01123,2026-03-09,C104,麻油麵線,1,85,85,外帶
O00510,2026-03-10,C050,炭烤香腸,1,40,40,外帶
O00646,2026-03-10,C064,古早味紅茶,1,25,25,外帶
O01376,2026-03-10,C120,蚵仔麵線,1,65,65,內用
O01376,2026-03-10,C120,炭烤香腸,1,40,40,內用
O00049,2026-03-11,C007,炭烤香腸,1,40,40,內用
O00049,2026-03-11,C007,蚵仔麵線,1,65,65,外送平台
O00352,2026-03-11,C034,蚵仔麵線,1,65,65,外帶
O00352,2026-03-11,C034,滷味拼盤,2,90,180,外送平台
O01370,2026-03-11,C120,炭烤香腸,1,40,40,外送平台
O01370,2026-03-11,C120,炭烤香腸,1,40,40,外送平台
O01370,2026-03-11,C120,炭烤香腸,1,40,40,外帶
O01502,2026-03-11,C130,滷味拼盤,1,90,90,外帶
O00523,2026-03-12,C051,炭烤香腸,1,40,40,外帶
O00637,2026-03-12,C064,古早味紅茶,2,25,50,外送平台
O01173,2026-03-12,C109,麻油麵線,1,85,85,外帶
O01173,2026-03-12,C109,炭烤香腸,1,40,40,外送平台
O01173,2026-03-12,C109,炭烤香腸,1,40,40,內用
O00741,2026-03-13,C068,燙青菜,1,45,45,外帶
O00773,2026-03-13,C070,麻油麵線,1,85,85,外帶
O00773,2026-03-13,C070,炭烤香腸,1,40,40,外帶
O01261,2026-03-13,C114,滷味拼盤,1,90,90,外帶
O00122,2026-03-14,C014,麻油麵線,1,85,85,外帶
O00230,2026-03-14,C026,滷味拼盤,1,90,90,外帶
O00501,2026-03-14,C050,麻油麵線,2,85,170,內用
O00501,2026-03-14,C050,滷味拼盤,2,90,180,外帶
O00506,2026-03-14,C050,蚵仔麵線,2,65,130,外帶
O00506,2026-03-14,C050,古早味紅茶,2,25,50,外帶
O00506,2026-03-14,C050,蚵仔麵線,1,65,65,內用
O00744,2026-03-14,C068,滷味拼盤,1,90,90,外帶
O00835,2026-03-14,C075,炭烤香腸,1,40,40,外帶
O01194,2026-03-14,C111,蚵仔麵線,1,65,65,外帶
O01194,2026-03-14,C111,滷味拼盤,1,90,90,外送平台
O01194,2026-03-14,C111,炭烤香腸,2,40,80,內用
O01232,2026-03-14,C113,滷味拼盤,1,90,90,外帶
O01232,2026-03-14,C113,蚵仔麵線,2,65,130,外帶
O01232,2026-03-14,C113,古早味紅茶,1,25,25,外帶
O00227,2026-03-15,C026,古早味紅茶,1,25,25,內用
O00614,2026-03-15,C059,蚵仔麵線,1,65,65,外送平台
O00614,2026-03-15,C059,炭烤香腸,1,40,40,外帶
O00614,2026-03-15,C059,燙青菜,2,45,90,外送平台
O00840,2026-03-15,C077,麻油麵線,1,85,85,外送平台
O00840,2026-03-15,C077,燙青菜,1,45,45,外帶
O00966,2026-03-15,C086,蚵仔麵線,1,65,65,外帶
O01170,2026-03-16,C109,古早味紅茶,2,25,50,外帶
O00239,2026-03-17,C026,麻油麵線,1,85,85,外帶
O00757,2026-03-17,C069,古早味紅茶,2,25,50,內用
O00757,2026-03-17,C069,麻油麵線,1,85,85,外送平台
O00757,2026-03-17,C069,麻油麵線,1,85,85,外送平台
O01235,2026-03-17,C113,麻油麵線,2,85,170,內用
O01235,2026-03-17,C113,炭烤香腸,2,40,80,外送平台
O01285,2026-03-17,C114,麻油麵線,1,85,85,外帶
O01562,2026-03-17,C136,古早味紅茶,1,25,25,外帶
O00111,2026-03-18,C014,蚵仔麵線,1,65,65,外帶
O00554,2026-03-18,C056,麻油麵線,2,85,170,外送平台
O00554,2026-03-18,C056,麻油麵線,1,85,85,內用
O01545,2026-03-18,C136,燙青菜,1,45,45,外送平台
O01545,2026-03-18,C136,炭烤香腸,1,40,40,外帶
O00704,2026-03-19,C066,蚵仔麵線,1,65,65,內用
O00704,2026-03-19,C066,滷味拼盤,1,90,90,外送平台
O01479,2026-03-19,C129,麻油麵線,1,85,85,內用
O01479,2026-03-19,C129,蚵仔麵線,1,65,65,外帶
O01516,2026-03-19,C130,滷味拼盤,1,90,90,外帶
O01516,2026-03-19,C130,滷味拼盤,2,90,180,外送平台
O00046,2026-03-20,C007,燙青菜,1,45,45,外送平台
O00101,2026-03-20,C014,古早味紅茶,2,25,50,外帶
O00560,2026-03-20,C056,滷味拼盤,1,90,90,外帶
O00560,2026-03-20,C056,麻油麵線,1,85,85,外帶
O01357,2026-03-20,C118,燙青菜,1,45,45,外帶
O01357,2026-03-20,C118,滷味拼盤,1,90,90,外帶
O01357,2026-03-20,C118,燙青菜,1,45,45,外送平台
O01373,2026-03-20,C120,古早味紅茶,1,25,25,外帶
O01373,2026-03-20,C120,炭烤香腸,1,40,40,外帶
O00119,2026-03-21,C014,古早味紅茶,1,25,25,外送平台
O00965,2026-03-21,C086,麻油麵線,1,85,85,內用
O00965,2026-03-21,C086,滷味拼盤,1,90,90,內用
O00965,2026-03-21,C086,炭烤香腸,1,40,40,內用
O01079,2026-03-21,C097,麻油麵線,1,85,85,內用
O01083,2026-03-21,C097,古早味紅茶,1,25,25,外帶
O01083,2026-03-21,C097,古早味紅茶,2,25,50,內用
O01083,2026-03-21,C097,麻油麵線,1,85,85,外帶
O01084,2026-03-21,C097,蚵仔麵線,1,65,65,外帶
O01085,2026-03-21,C097,古早味紅茶,1,25,25,內用
O01085,2026-03-21,C097,滷味拼盤,1,90,90,內用
O01087,2026-03-21,C097,燙青菜,1,45,45,內用
O01090,2026-03-21,C097,麻油麵線,1,85,85,外帶
O01090,2026-03-21,C097,古早味紅茶,1,25,25,內用
O01093,2026-03-21,C097,古早味紅茶,1,25,25,外帶
O01094,2026-03-21,C097,麻油麵線,1,85,85,外送平台
O01097,2026-03-21,C097,古早味紅茶,1,25,25,外帶
O01098,2026-03-21,C097,滷味拼盤,1,90,90,內用
O01098,2026-03-21,C097,炭烤香腸,1,40,40,外帶
O01098,2026-03-21,C097,滷味拼盤,1,90,90,外帶
O01534,2026-03-21,C135,古早味紅茶,1,25,25,外帶
O01534,2026-03-21,C135,滷味拼盤,2,90,180,內用
O00519,2026-03-22,C051,炭烤香腸,1,40,40,外帶
O00519,2026-03-22,C051,蚵仔麵線,1,65,65,外帶
O01077,2026-03-22,C097,炭烤香腸,1,40,40,外帶
O01078,2026-03-22,C097,蚵仔麵線,1,65,65,外送平台
O01078,2026-03-22,C097,滷味拼盤,1,90,90,外帶
O01080,2026-03-22,C097,滷味拼盤,1,90,90,內用
O01080,2026-03-22,C097,蚵仔麵線,2,65,130,外帶
O01081,2026-03-22,C097,滷味拼盤,2,90,180,外帶
O01082,2026-03-22,C097,燙青菜,2,45,90,外帶
O01086,2026-03-22,C097,古早味紅茶,2,25,50,外帶
O01086,2026-03-22,C097,古早味紅茶,1,25,25,外帶
O01088,2026-03-22,C097,古早味紅茶,2,25,50,內用
O01088,2026-03-22,C097,燙青菜,1,45,45,外帶
O01089,2026-03-22,C097,麻油麵線,1,85,85,內用
O01089,2026-03-22,C097,燙青菜,1,45,45,外帶
O01091,2026-03-22,C097,滷味拼盤,1,90,90,外帶
O01091,2026-03-22,C097,古早味紅茶,1,25,25,外送平台
O01092,2026-03-22,C097,炭烤香腸,1,40,40,外送平台
O01092,2026-03-22,C097,燙青菜,1,45,45,內用
O01092,2026-03-22,C097,古早味紅茶,1,25,25,外帶
O01095,2026-03-22,C097,麻油麵線,1,85,85,外送平台
O01095,2026-03-22,C097,燙青菜,1,45,45,外帶
O01096,2026-03-22,C097,古早味紅茶,1,25,25,外帶
O01096,2026-03-22,C097,蚵仔麵線,1,65,65,外帶
O01181,2026-03-22,C109,古早味紅茶,1,25,25,內用
O01181,2026-03-22,C109,蚵仔麵線,1,65,65,內用
O01363,2026-03-22,C120,古早味紅茶,2,25,50,外送平台
O01366,2026-03-22,C120,滷味拼盤,1,90,90,外送平台
O01366,2026-03-22,C120,滷味拼盤,1,90,90,外帶
O01367,2026-03-22,C120,燙青菜,2,45,90,外送平台
O01367,2026-03-22,C120,炭烤香腸,1,40,40,外帶
O01515,2026-03-22,C130,古早味紅茶,2,25,50,內用
O01515,2026-03-22,C130,麻油麵線,1,85,85,外帶
O00527,2026-03-23,C051,燙青菜,1,45,45,外帶
O00527,2026-03-23,C051,蚵仔麵線,1,65,65,內用
O00531,2026-03-23,C051,蚵仔麵線,1,65,65,外帶
O00617,2026-03-23,C059,古早味紅茶,1,25,25,內用
O00763,2026-03-23,C070,麻油麵線,2,85,170,外帶
O00763,2026-03-23,C070,古早味紅茶,2,25,50,內用
O00786,2026-03-23,C072,滷味拼盤,1,90,90,內用
O00786,2026-03-23,C072,滷味拼盤,1,90,90,外帶
O01358,2026-03-23,C118,古早味紅茶,1,25,25,外帶
O00578,2026-03-24,C056,燙青菜,1,45,45,外帶
O00578,2026-03-24,C056,燙青菜,1,45,45,外送平台
O00578,2026-03-24,C056,蚵仔麵線,2,65,130,外帶
O00643,2026-03-24,C064,滷味拼盤,1,90,90,外送平台
O00643,2026-03-24,C064,古早味紅茶,2,25,50,外帶
O00649,2026-03-24,C064,古早味紅茶,2,25,50,外帶
O01048,2026-03-24,C092,炭烤香腸,1,40,40,外帶
O01048,2026-03-24,C092,燙青菜,2,45,90,外帶
O00932,2026-03-25,C083,滷味拼盤,1,90,90,外送平台
O00941,2026-03-25,C083,滷味拼盤,1,90,90,外帶
O00941,2026-03-25,C083,麻油麵線,1,85,85,外帶
O00941,2026-03-25,C083,古早味紅茶,1,25,25,內用
O00115,2026-03-26,C014,炭烤香腸,1,40,40,外送平台
O00982,2026-03-26,C088,麻油麵線,1,85,85,外帶
O00982,2026-03-26,C088,燙青菜,1,45,45,內用
O01253,2026-03-27,C113,燙青菜,1,45,45,內用
O01253,2026-03-27,C113,滷味拼盤,1,90,90,外帶
O01253,2026-03-27,C113,古早味紅茶,1,25,25,外送平台
O01350,2026-03-27,C118,滷味拼盤,2,90,180,外送平台
O01350,2026-03-27,C118,蚵仔麵線,1,65,65,外送平台
O01549,2026-03-27,C136,麻油麵線,1,85,85,外送平台
O01561,2026-03-27,C136,滷味拼盤,1,90,90,外送平台
O01561,2026-03-27,C136,古早味紅茶,1,25,25,外帶
O00001,2026-03-28,C001,蚵仔麵線,1,65,65,外帶
O00001,2026-03-28,C001,炭烤香腸,1,40,40,外帶
O00001,2026-03-28,C001,炭烤香腸,1,40,40,外帶
O00400,2026-03-28,C041,炭烤香腸,1,40,40,外送平台
O00400,2026-03-28,C041,炭烤香腸,1,40,40,外帶
O00563,2026-03-28,C056,滷味拼盤,1,90,90,外帶
O00923,2026-03-28,C083,蚵仔麵線,1,65,65,內用
O01051,2026-03-28,C092,燙青菜,1,45,45,內用
O01051,2026-03-28,C092,蚵仔麵線,2,65,130,內用
O01129,2026-03-29,C104,炭烤香腸,1,40,40,內用
O01129,2026-03-29,C104,炭烤香腸,1,40,40,外帶
O01129,2026-03-29,C104,燙青菜,1,45,45,內用
O00247,2026-03-30,C026,麻油麵線,1,85,85,外帶
O00247,2026-03-30,C026,蚵仔麵線,1,65,65,內用
O00247,2026-03-30,C026,滷味拼盤,1,90,90,內用
O01380,2026-03-30,C120,滷味拼盤,2,90,180,外送平台
O01380,2026-03-30,C120,麻油麵線,1,85,85,外帶
O01380,2026-03-30,C120,古早味紅茶,1,25,25,內用
O01551,2026-03-30,C136,炭烤香腸,2,40,80,外帶
O01551,2026-03-30,C136,蚵仔麵線,2,65,130,外帶
O01551,2026-03-30,C136,麻油麵線,1,85,85,外送平台
O00799,2026-03-31,C072,燙青菜,1,45,45,內用
O00799,2026-03-31,C072,滷味拼盤,2,90,180,外帶
O00904,2026-03-31,C081,炭烤香腸,2,40,80,內用
O00904,2026-03-31,C081,麻油麵線,1,85,85,外帶
O00904,2026-03-31,C081,燙青菜,2,45,90,外送平台
O00933,2026-03-31,C083,燙青菜,1,45,45,外帶
O00106,2026-04-01,C014,古早味紅茶,1,25,25,外送平台
O00106,2026-04-01,C014,蚵仔麵線,1,65,65,內用
O00659,2026-04-01,C064,古早味紅茶,2,25,50,外帶
O00659,2026-04-01,C064,麻油麵線,2,85,170,外送平台
O00707,2026-04-01,C066,炭烤香腸,1,40,40,外送平台
O01072,2026-04-01,C095,古早味紅茶,1,25,25,內用
O01379,2026-04-01,C120,燙青菜,1,45,45,外送平台
O00363,2026-04-02,C034,滷味拼盤,1,90,90,外帶
O00363,2026-04-02,C034,蚵仔麵線,2,65,130,內用
O00556,2026-04-02,C056,麻油麵線,1,85,85,外帶
O01494,2026-04-02,C129,燙青菜,2,45,90,外帶
O01494,2026-04-02,C129,燙青菜,1,45,45,外帶
O00138,2026-04-03,C018,炭烤香腸,2,40,80,外帶
O00154,2026-04-03,C020,炭烤香腸,2,40,80,外帶
O00154,2026-04-03,C020,燙青菜,1,45,45,外送平台
O01498,2026-04-03,C130,古早味紅茶,1,25,25,內用
O01498,2026-04-03,C130,古早味紅茶,1,25,25,外帶
O00118,2026-04-04,C014,燙青菜,2,45,90,外帶
O01466,2026-04-04,C129,古早味紅茶,2,25,50,外帶
O00405,2026-04-05,C044,麻油麵線,1,85,85,外帶
O00406,2026-04-05,C044,蚵仔麵線,1,65,65,外送平台
O00411,2026-04-05,C044,燙青菜,1,45,45,內用
O00413,2026-04-05,C044,炭烤香腸,1,40,40,內用
O00413,2026-04-05,C044,炭烤香腸,1,40,40,內用
O00414,2026-04-05,C044,麻油麵線,2,85,170,外帶
O00415,2026-04-05,C044,蚵仔麵線,2,65,130,外帶
O00415,2026-04-05,C044,麻油麵線,2,85,170,外帶
O00415,2026-04-05,C044,古早味紅茶,1,25,25,外送平台
O00416,2026-04-05,C044,古早味紅茶,1,25,25,外送平台
O00416,2026-04-05,C044,古早味紅茶,1,25,25,外帶
O00417,2026-04-05,C044,蚵仔麵線,1,65,65,內用
O00417,2026-04-05,C044,燙青菜,1,45,45,外送平台
O00418,2026-04-05,C044,燙青菜,1,45,45,外送平台
O00418,2026-04-05,C044,滷味拼盤,1,90,90,外帶
O00418,2026-04-05,C044,炭烤香腸,1,40,40,外帶
O00419,2026-04-05,C044,燙青菜,1,45,45,內用
O00419,2026-04-05,C044,滷味拼盤,2,90,180,外送平台
O00420,2026-04-05,C044,麻油麵線,2,85,170,外帶
O00421,2026-04-05,C044,燙青菜,1,45,45,外帶
O00639,2026-04-05,C064,燙青菜,1,45,45,外帶
O00639,2026-04-05,C064,滷味拼盤,2,90,180,內用
O00639,2026-04-05,C064,麻油麵線,1,85,85,內用
O01372,2026-04-05,C120,燙青菜,2,45,90,內用
O00407,2026-04-06,C044,蚵仔麵線,1,65,65,外帶
O00407,2026-04-06,C044,麻油麵線,2,85,170,外送平台
O00408,2026-04-06,C044,滷味拼盤,2,90,180,外送平台
O00408,2026-04-06,C044,燙青菜,1,45,45,外帶
O00409,2026-04-06,C044,燙青菜,2,45,90,外帶
O00410,2026-04-06,C044,炭烤香腸,1,40,40,內用
O00412,2026-04-06,C044,蚵仔麵線,1,65,65,內用
O00412,2026-04-06,C044,蚵仔麵線,1,65,65,外送平台
O00412,2026-04-06,C044,滷味拼盤,1,90,90,外帶
O00642,2026-04-06,C064,滷味拼盤,1,90,90,內用
O00642,2026-04-06,C064,古早味紅茶,1,25,25,外帶
O00930,2026-04-06,C083,滷味拼盤,1,90,90,外帶
O00930,2026-04-06,C083,古早味紅茶,1,25,25,內用
